,time,magnitude
2207,195.503186,170.96589725
2208,195.58124600000002,171.0243575
2209,195.705957,171.1382025
2210,195.83118000000002,171.2477475
2211,195.94027400000002,171.32172625
2212,195.971841,171.35703725000002
2213,196.17891500000002,171.53868525000001
2214,196.22531400000003,171.58141700000002
2215,196.337792,171.69622725
2216,196.50963000000002,171.81331550000002
2217,196.571761,171.88845450000002
2218,196.587649,171.911931
2219,196.63453700000002,171.97524575
2220,196.697075,172.04944775
2221,196.80641,172.1430885
2222,196.837603,172.19545075000002
2223,196.86885,172.238322
2224,196.93133200000003,172.30785975000003
2225,196.97819800000002,172.34699175000003
2226,197.13409900000002,172.44447375000001
2227,197.243737,172.55833725000002
2228,197.306239,172.61310175
2229,197.430944,172.6988315
2230,197.477801,172.74960025000001
2231,197.50901000000002,172.800365
2232,197.571795,172.925452
2233,197.72799700000002,173.050529
2234,197.806129,173.10511975
2235,197.86859,173.16377225000002
2236,198.02557900000002,173.31665775000002
2237,198.07252300000002,173.36729775000003
2238,198.16587900000002,173.4618175
2239,198.22835700000002,173.535953
2240,198.368961,173.63369275000002
2241,198.556667,173.739158
2242,198.587611,173.77814425000003
2243,198.681337,173.84843775000002
2244,198.77535500000002,173.9499775
2245,199.02537500000003,174.09848650000004
2246,199.07217200000002,174.16485875
2247,199.165635,174.23502275
2248,199.218915,174.325245
2249,199.591701,174.531949
2250,199.657759,174.600194
2251,199.67301,174.64301825
2252,199.735496,174.70161125
2253,199.929288,174.82273450000002
2254,200.023244,174.90491300000002
2255,200.070746,174.9481905
2256,200.213256,175.08974825
2257,200.276162,175.146302
2258,200.40109500000003,175.25224525000002
2259,200.41665700000001,175.29539425000002
2260,200.51039,175.36556575000003
2261,200.556982,175.44363925
2262,200.619718,175.5256875
2263,200.791254,175.62708475
2264,200.900937,175.72252575
2265,201.10403100000002,175.82803975000002
2266,201.18215,175.90233275000003
2267,201.307016,175.99203325000002
2268,201.384902,176.069998
2269,201.541411,176.17174475000002
2270,201.55707700000002,176.22634450000004
2271,201.732088,176.3411885
2272,201.841486,176.432095
2273,201.85736300000002,176.44401200000001
2274,202.029241,176.55325525
2275,202.07609200000002,176.58857650000002
2276,202.16981600000003,176.66267625
2277,202.357322,176.81294975000003
2278,202.388584,176.8481225
2279,202.466588,176.945807
2280,202.57565000000002,177.01710775000004
2281,202.622746,177.0835795
2282,202.65400100000002,177.1265085
2283,202.750535,177.22562425
2284,202.765805,177.28401075
2285,202.859775,177.33886775000002
2286,202.922323,177.47236550000002
2287,203.12512900000002,177.58941450000003
2288,203.156699,177.65595275
2289,203.297234,177.75356625
2290,203.375034,177.82355675000002
2291,203.609398,177.98375325
2292,203.672154,178.046407
2293,203.70337,178.09327325
2294,203.86177400000003,178.19984200000002
2295,203.986851,178.281835
2296,204.065672,178.3805505
2297,204.22154300000003,178.4662295
2298,204.33089,178.55220250000002
2299,204.47180300000002,178.63428650000003
2300,204.581176,178.75157725000003
2301,204.612367,178.80623350000002
2302,204.62792100000001,178.84517925
2303,204.643279,178.89591575000003
2304,204.706052,178.96240075
2305,204.81517000000002,179.04821700000002
2306,204.95601900000003,179.169495
2307,204.98728100000002,179.21622200000002
2308,205.033848,179.2630585
2309,205.111919,179.31765975000002
2310,205.20567000000003,179.419281
2311,205.268179,179.46225800000002
2312,205.315324,179.52482525
2313,205.431836,179.59868375000002
2314,205.44727,179.63379875
2315,205.494391,179.66904250000002
2316,205.572278,179.7565715
2317,205.60386400000002,179.78408050000002
2318,205.60386400000002,179.84452275
2319,205.76718000000002,179.93399775
2320,205.876607,180.00832775
2321,205.939027,180.074665
2322,205.970007,180.13312200000001
2323,206.126541,180.22308625
2324,206.235903,180.30108125
2325,206.345324,180.4691805
2326,206.36049500000001,180.48064525
2327,206.46988900000002,180.57435775000002
2328,206.579476,180.66823575
2329,206.720085,180.7697445
2330,206.829385,180.832195
2331,206.87629600000002,180.89862750000003
2332,207.06377500000002,181.019769
2333,207.110363,181.05469275000002
2334,207.172843,181.10155425
2335,207.301983,181.22862550000002
2336,207.348732,181.2637825
2337,207.45821500000002,181.36628775000003
2338,207.534602,181.42401325
2339,207.64428600000002,181.52181125
2340,207.67552300000003,181.59168375000002
2341,207.89419600000002,181.76368275000002
2342,208.00860600000001,181.82868475
2343,208.07129,181.91072825
2344,208.21170700000002,182.040704
2345,208.25856800000003,182.111126
2346,208.320804,182.16569525
2347,208.414779,182.26909375000002
2348,208.562385,182.3623555
2349,208.578278,182.4055165
2350,208.62512700000002,182.46409275000002
2351,208.71877500000002,182.54616225
2352,208.84381900000002,182.63193875000002
2353,208.968636,182.73738400000002
2354,209.093794,182.85471525
2355,209.140738,182.90550625
2356,209.18719900000002,182.95213325000003
2357,209.23427500000003,183.04204475
2358,209.296864,183.10060175
2359,209.45312800000002,183.26078
2360,209.499973,183.2881245
2361,209.57805100000002,183.35443975
2362,209.718364,183.47935125
2363,209.76549500000002,183.518554
2364,209.874581,183.61987475
2365,209.95264600000002,183.70591725000003
2366,209.968533,183.745022
2367,210.046802,183.80367575000002
2368,210.14013500000001,183.87379575
2369,210.233868,183.96363424999998
2370,210.249627,184.0067335
2371,210.374725,184.0770735
2372,210.436945,184.13154050000003
2373,210.51532600000002,184.19423425000002
2374,210.718093,184.3150775
2375,210.76526900000002,184.38161925000003
2376,210.79664200000002,184.421602
2377,210.92154000000002,184.5074745
2378,211.049543,184.57928675
2379,211.15937000000002,184.68164025000002
2380,211.317632,184.79207775
2381,211.349003,184.83510075
2382,211.583288,184.97564850000003
2383,211.677131,185.04596075
2384,211.75517900000003,185.14356300000003
2385,211.92667500000002,185.24882525000004
2386,211.98918700000002,185.34650100000002
2387,212.08714,185.39547750000003
2388,212.18136,185.46603625
2389,212.22823200000002,185.5100215
2390,212.35350200000002,185.6118355
2391,212.415678,185.6701935
2392,212.540953,185.7642235
2393,212.60337600000003,185.81494475000002
2394,212.618749,185.896961
2395,212.681611,185.94392325
2396,212.822065,186.06490925
2397,212.86902,186.14703075
2398,213.02490400000002,186.23661250000004
2399,213.10334200000003,186.334424
2400,213.21235800000002,186.45189775
2401,213.259498,186.4808355
2402,213.29074,186.56761675
2403,213.32198000000002,186.61448825000002
2404,213.41548300000002,186.6925425
2405,213.43140300000002,186.71989675000003
2406,213.46528400000003,186.77198825
2407,213.52809100000002,186.81899325
2408,213.574667,186.88532400000003
2409,213.700051,186.97153125
2410,213.777712,187.02980300000002
2411,213.855818,187.101133
2412,214.047388,187.21248000000003
2413,214.12548600000002,187.27492900000001
2414,214.218937,187.37627275
