,time,x,y,z,magnitude
0,0.0,384.0,-3632.0,-1696.0,4026.822072056326
1,0.07777,368.0,-304.0,4128.0,4155.505264104475
2,0.09336000000000001,308.0,-1912.0,1092.0,2223.302048755409
3,0.109016,362.6666666666667,-1917.3333333333333,1074.6666666666667,2227.6899844158447
4,0.12463700000000001,342.4,-1552.0,1724.8,2345.394806850224
5,0.14025800000000002,357.3333333333333,-1898.6666666666667,1112.0,2229.1626728936185
6,0.15588400000000002,394.6666666666667,-2512.0,202.66666666666666,2550.878193006392
7,0.17170000000000002,272.0,-192.0,4000.0,4013.8320841809013
8,0.218677,352.0,-3584.0,-1872.0,4058.736749285423
9,0.23398300000000002,256.0,-288.0,3904.0,3922.9703032268803
10,0.390473,448.0,-3584.0,-1744.0,4010.8971564975336
11,0.45306300000000005,328.0,-1904.0,1056.0,2201.802897627306
12,0.515456,320.0,-1936.0,1064.0,2232.1720363807085
13,0.6716840000000001,496.0,-3584.0,-1696.0,3995.9339333877883
14,0.686983,16.0,-80.0,3904.0,3904.852365967246
15,0.7182550000000001,416.0,-3616.0,-1696.0,4015.5856359938334
16,0.73414,336.0,-240.0,4176.0,4196.364140538807
17,0.780737,336.0,-1912.0,1128.0,2245.2224834078247
18,0.827882,480.0,-3568.0,-1824.0,4035.8394418014204
19,0.8432230000000001,192.0,-192.0,3936.0,3945.3547369026273
20,0.8900920000000001,288.0,-224.0,4048.0,4064.40942819495
21,1.031001,376.0,-1936.0,1112.0,2264.070670275113
22,1.077844,496.0,-3744.0,-1728.0,4153.2560720475685
23,1.0934220000000001,240.0,-208.0,4000.0,4012.588192177214
24,1.155985,360.0,-1888.0,1064.0,2196.870501417869
25,1.218466,512.0,-3744.0,-1680.0,4135.4661164129975
26,1.234023,144.0,-112.0,3904.0,3908.2599708821826
27,1.37461,480.0,-3664.0,-1760.0,4093.0301733556767
28,1.3899730000000001,208.0,-128.0,3936.0,3943.569956270587
29,1.4680980000000001,312.0,-1896.0,1160.0,2244.495488968512
30,1.60905,480.0,-3600.0,-1904.0,4100.684820856146
31,1.6714250000000002,360.0,-1896.0,1088.0,2215.436751523275
32,1.7336360000000002,384.0,-3600.0,-1760.0,4025.5503971506805
33,1.7652130000000001,224.0,-160.0,4048.0,4057.348888128799
34,1.9057600000000001,360.0,-1864.0,1144.0,2216.4909203513557
35,1.983578,376.0,-1896.0,1072.0,2210.2886689299207
36,2.046358,304.0,-1920.0,1088.0,2227.6804079580174
37,2.2026060000000003,528.0,-3616.0,-1680.0,4022.0193932898933
38,2.217896,288.0,-144.0,4032.0,4044.836708694184
39,2.265051,336.0,-1856.0,1136.0,2201.846497828584
40,2.311626,416.0,-3616.0,-1856.0,4085.737142793207
41,2.3275330000000003,240.0,-64.0,3984.0,3991.7354621768213
42,2.358772,336.0,-1904.0,1072.0,2210.7229586721173
43,2.4209870000000002,448.0,-3616.0,-1776.0,4053.4350864421153
44,2.436599,208.0,-160.0,3936.0,3944.7382676167504
45,2.577201,400.0,-1912.0,1096.0,2239.8571383014587
46,2.624023,128.0,-176.0,3984.0,3989.9393479099404
47,2.686545,496.0,-3584.0,-1856.0,4066.424473662335
48,2.7177480000000003,256.0,-208.0,4064.0,4077.3638542568165
49,2.874215,336.0,-1904.0,1088.0,2218.525636543333
50,2.952391,304.0,-1896.0,1120.0,2222.9781825290142
51,2.9993610000000004,416.0,-1864.0,1144.0,2226.2722205516557
52,3.155374,336.0,-1864.0,1048.0,2164.6468534151245
53,3.2024320000000004,208.0,-256.0,3968.0,3981.6860750189735
54,3.217665,256.0,-112.0,4016.0,4025.709378482257
55,3.2960610000000004,360.0,-1872.0,1104.0,2202.9071700822983
56,3.3426020000000003,448.0,-3584.0,-1744.0,4010.8971564975336
57,3.358525,336.0,-128.0,4112.0,4127.689910833904
58,3.451989,328.0,-1840.0,1160.0,2199.7236190030785
59,3.514638,528.0,-3648.0,-1696.0,4057.4750769413236
60,3.5304130000000002,160.0,-176.0,3936.0,3943.1804422318796
61,3.592576,416.0,-3600.0,-1712.0,4007.9920159601115
62,3.6082120000000004,208.0,-176.0,4096.0,4105.052496619258
63,3.677499,480.0,-3632.0,-1728.0,4050.6552556345746
64,3.724733,240.0,-192.0,4000.0,4011.790622652184
65,3.7871750000000004,352.0,-1904.0,1080.0,2217.097201297228
66,3.865276,448.0,-3584.0,-1776.0,4024.914409027849
67,3.880621,224.0,-144.0,4064.0,4072.715064916769
68,4.052791,416.0,-1976.0,1184.0,2340.8306218092757
69,4.13081,496.0,-3664.0,-1648.0,4048.0632406127256
70,4.146151000000001,328.0,-1864.0,1056.0,2167.306162036181
71,4.162053,208.0,-256.0,3952.0,3965.741292621091
72,4.193306000000001,400.0,-3616.0,-1824.0,4069.6967946027626
73,4.208672,192.0,-160.0,3968.0,3975.863176720245
74,4.349538,432.0,-3648.0,-1696.0,4046.1023219884096
75,4.364898,224.0,-256.0,3952.0,3966.6126606967814
76,4.427386,528.0,-3632.0,-1776.0,4077.3010681086575
77,4.443256,96.0,-112.0,4016.0,4018.708250171938
78,4.474516,384.0,-1888.0,992.0,2167.0403780271376
79,4.521475000000001,360.0,-1912.0,1120.0,2244.937415608729
80,4.630747,512.0,-3568.0,-1808.0,4032.571388084779
81,4.693263,176.0,-160.0,4096.0,4102.900437495407
82,4.7556970000000005,400.0,-2485.3333333333335,165.33333333333334,2522.7399566520703
83,4.943213,480.0,-3552.0,-1920.0,4066.141168233095
84,4.974117000000001,464.0,-3632.0,-1824.0,4090.684050375927
85,4.990010000000001,96.0,-144.0,4016.0,4019.727353938324
86,5.083748,400.0,-3568.0,-1776.0,4005.596085478415
87,5.099456,208.0,-192.0,3968.0,3978.0839609037916
88,5.115093,360.0,-1880.0,1120.0,2217.746604100658
89,5.146283,464.0,-3616.0,-1920.0,4120.333967046846
90,5.161867,144.0,-192.0,4000.0,4007.193531637822
91,5.3178030000000005,288.0,-144.0,4032.0,4044.836708694184
92,5.380546000000001,368.0,-1928.0,1080.0,2240.3142636692737
93,5.4427650000000005,344.0,-1992.0,1072.0,2288.1398558654582
94,5.536663000000001,384.0,-3680.0,-1808.0,4118.096647724528
95,5.599312,128.0,-144.0,3872.0,3876.790425081036
96,5.661823,288.0,-1928.0,1040.0,2209.4632832432403
97,5.708563000000001,384.0,-3552.0,-1600.0,3914.6085372614207
98,5.723937,128.0,-112.0,3840.0,3843.764821109637
99,5.771043000000001,368.0,-1872.0,1152.0,2228.656994694338
100,5.817673,160.0,-144.0,3840.0,3846.028601037699
101,5.9116740000000005,416.0,-3568.0,-1808.0,4021.510164105022
102,5.926992,128.0,-224.0,3920.0,3928.480622327161
103,6.036368,344.0,-1936.0,1176.0,2291.1586588449086
104,6.194982,496.0,-3712.0,-1776.0,4144.77212883893
105,6.210543,128.0,-128.0,3952.0,3956.143576767658
106,6.257370000000001,424.0,-1896.0,1160.0,2262.784125806083
107,6.366475,360.0,-1880.0,1088.0,2201.7592965626372
108,6.535802,608.0,-3536.0,-1600.0,3928.480622327161
109,6.551089,144.0,-80.0,4000.0,4003.390563010309
110,6.597912,432.0,-1864.0,1056.0,2185.464710307627
