,time,magnitude
0,0.09336000000000001,9136.46317460427
1,0.09336000000000001,9408.2650786677
2,0.09336000000000001,9386.981284106583
3,0.109016,9245.390521838492
4,0.109016,9393.006637746126
5,0.12463700000000001,9307.856487377236
6,0.12463700000000001,9369.48783996965
7,0.14025800000000002,9301.680112338516
8,0.14025800000000002,9479.188551262936
9,0.14025800000000002,9396.664425566909
10,0.15588400000000002,9312.305843050992
11,0.218677,9333.07551488448
12,0.43706700000000004,9263.064233268298
13,0.499906,9423.964966743351
14,0.6716840000000001,9517.254934894561
15,0.7182550000000001,9334.804413410031
16,0.765402,9271.422169852089
17,0.827882,9412.29343437329
18,1.077844,9693.46626395476
19,1.140333,9253.190081046316
20,1.218466,9484.731625361186
21,1.37461,9648.75240334842
22,1.4367990000000002,9303.123726648113
23,1.60905,9351.508458576767
24,1.6558840000000001,9352.078056516075
25,1.7336360000000002,9424.447163327488
26,1.8901500000000002,9373.653239180845
27,1.983578,9251.733186802732
28,2.0306740000000003,9356.791689402995
29,2.2026060000000003,9514.463822478498
30,2.249142,9336.975290212726
31,2.311626,9328.41266520732
32,2.3430020000000003,9329.159343325653
33,2.4209870000000002,9371.572236623873
34,2.561789,9535.51467342886
35,2.671195,9352.25116027082
36,2.858382,9587.86450807269
37,3.1398260000000002,9695.21701549603
38,3.170763,9499.709774907395
39,3.280402,9290.208433025175
40,3.3426020000000003,9222.486439222292
41,3.451989,9342.7681717903
42,3.514638,9406.366658025887
43,3.5772220000000003,9523.086903433375
44,3.677499,9370.133486609284
45,3.7712830000000004,9473.143610976105
46,3.865276,9271.683224555318
47,4.13081,9396.788773060363
48,4.146151000000001,9388.624622285863
49,4.193306000000001,9548.171113341972
50,4.349538,9531.23150004937
51,4.427386,9456.14018609704
52,4.458624,9321.334464173347
53,4.521475000000001,9388.921335565668
54,4.583655,9497.46958766919
55,4.740055,9490.104243253598
56,4.833889,9203.076401080722
57,4.974117000000001,9208.916460962162
58,5.083748,9356.796421799954
59,5.130634000000001,9469.35694532619
60,5.302484000000001,9563.593452957513
61,5.302484000000001,9472.537390407415
62,5.364660000000001,9198.883287605315
63,5.427418,9394.327102651678
64,5.521133000000001,9525.03571687169
65,5.630485,9308.441042308003
66,5.708563000000001,9225.899598726508
67,5.755186,9488.275059444153
68,5.9116740000000005,9539.515456624511
69,6.036368,9672.31467736488
70,6.083500000000001,9513.45901131892
71,6.241621,9346.518398045026
72,6.35114,9316.376165280832
73,6.429221,9135.275909997028
74,6.582576,9294.509491422174
75,6.645063,8907.166209381094
76,6.723206,9581.028559578639
77,6.851323000000001,9222.752182374059
78,6.882601,9220.840266870855
79,6.9762960000000005,9281.015805107885
80,7.03908,9274.719477235052
81,7.070336,9285.222230870675
82,7.185659,9732.100798329555
83,7.248134,9678.080285281985
84,7.294719000000001,8970.392653415533
85,7.357522,9078.892970742196
86,7.498030000000001,9603.008331160654
87,7.560555000000001,9164.945578759009
88,7.591804000000001,9354.963369959045
89,7.623035000000001,8559.531273129387
90,7.763689,8334.309244138913
91,7.826063,8108.96968531998
92,7.888652,8117.577721830277
