,time,x,y,z,magnitude
0,0.09336000000000001,-1770.6666666666667,807.3333333333334,3621.3333333333335,4111.09506903777
1,0.109016,-1818.6666666666667,706.0,3690.6666666666665,4174.5664312463505
2,0.12463700000000001,-1776.0,702.0,3716.0,4177.994255620752
3,0.14025800000000002,-1808.0,706.0,3632.0,4118.097133385759
4,0.15588400000000002,-1728.0,698.0,3616.0,4068.0024582096803
5,0.20292500000000002,-1824.0,722.0,3632.0,4127.91521230754
6,0.35923000000000005,-1776.0,754.0,3584.0,4070.3498621125923
7,0.374581,-1648.0,834.0,3856.0,4275.534586458166
8,0.42168500000000003,-1760.0,754.0,3680.0,4148.314838582048
9,0.46866100000000005,-1760.0,850.0,3840.0,4308.793334565955
10,0.530798,-1712.0,706.0,3712.0,4148.291696590297
11,0.7028880000000001,-1760.0,738.0,3520.0,4004.0784208104615
12,0.7495050000000001,-1664.0,802.0,3952.0,4362.385127427426
13,0.7966340000000001,-1744.0,818.0,3840.0,4296.07495279121
14,0.8588450000000001,-1808.0,738.0,3824.0,4293.772700085556
15,1.0154180000000002,-1648.0,466.0,3472.0,3871.4136952798003
16,1.046637,-1696.0,818.0,3840.0,4276.814234918323
17,1.1090790000000001,-1760.0,802.0,3760.0,4228.286177637459
18,1.18697,-1840.0,754.0,3760.0,4253.435787689759
19,1.327803,-1712.0,786.0,3792.0,4234.147375800705
20,1.405588,-1792.0,786.0,3664.0,4153.78815059218
21,1.483711,-1936.0,674.0,3712.0,4240.438184904951
22,1.6242880000000002,-1728.0,786.0,3760.0,4212.051756567101
23,1.7027050000000001,-1808.0,866.0,3584.0,4106.564987918735
24,1.8276780000000001,-1824.0,818.0,3728.0,4230.139950403533
25,1.9367240000000001,-1744.0,802.0,3776.0,4235.907931010777
26,2.014787,-1824.0,754.0,3728.0,4218.231382937641
27,2.061702,-1776.0,706.0,3536.0,4019.441254701952
28,2.233868,-1792.0,770.0,3728.0,4207.392066351792
29,2.280387,-1760.0,850.0,3648.0,4138.599279949679
30,2.37411,-1744.0,850.0,3744.0,4216.8201289597355
31,2.530339,-1840.0,802.0,3840.0,4332.944033795036
32,2.59302,-1808.0,754.0,3648.0,4140.686416525647
33,2.624023,-1728.0,866.0,3824.0,4284.730563290998
34,2.7336750000000003,-1776.0,786.0,3600.0,4090.4733222452387
35,2.936478,-1760.0,722.0,3712.0,4171.070366224957
36,2.968106,-1760.0,530.0,3696.0,4127.822186092807
37,3.014584,-1728.0,770.0,3568.0,4038.503188063617
38,3.249216,-1904.0,866.0,3664.0,4219.012680710975
39,3.2648210000000004,-1680.0,642.0,3616.0,4038.5665773885667
40,3.3113580000000002,-1904.0,818.0,3728.0,4265.246065586369
41,3.3738780000000004,-1600.0,786.0,4000.0,4379.246053831641
42,3.4678720000000003,-1744.0,866.0,3632.0,4121.033365552868
43,3.5612980000000003,-1888.0,690.0,3712.0,4221.325384283946
44,3.6240690000000004,-1760.0,754.0,3696.0,4162.5151050776985
45,3.756069,-1728.0,754.0,3664.0,4120.606266072991
46,3.833724,-1888.0,770.0,3792.0,4305.427737170838
47,3.927734,-1840.0,802.0,3808.0,4304.6100868719805
48,4.0839810000000005,-1776.0,754.0,3792.0,4254.639350168237
49,4.177434,-1728.0,850.0,3824.0,4281.525429096504
50,4.224274,-1840.0,850.0,3664.0,4187.242051756741
51,4.38077,-1760.0,738.0,3600.0,4074.5851322557983
52,4.5523430000000005,-1792.0,786.0,3680.0,4167.908348320534
53,4.72417,-1728.0,850.0,3808.0,4267.241263392544
54,4.786926,-1808.0,818.0,3760.0,4251.539485880379
55,4.802708,-1712.0,738.0,3776.0,4211.147587059851
56,5.0053600000000005,-1696.0,754.0,3728.0,4164.4826809581045
57,5.0525020000000005,-1744.0,722.0,3712.0,4164.344366163778
58,5.067849000000001,-1728.0,834.0,3728.0,4192.794294977993
59,5.161867,-1824.0,786.0,3632.0,4139.588868474742
60,5.333369,-1760.0,818.0,3664.0,4146.277848866378
61,5.349357,-1712.0,738.0,3760.0,4196.806881427831
62,5.4114770000000005,-1744.0,722.0,3552.0,4022.3779036783703
63,5.458656,-1712.0,658.0,3728.0,4154.7433133708755
64,5.474010000000001,-1792.0,802.0,3792.0,4270.097422776206
65,5.614597000000001,-1776.0,754.0,3664.0,4140.964621920839
66,5.677397,-1744.0,690.0,3648.0,4101.894684167306
