,time,x,y,z,magnitude
0,0.09336000000000001,5471.333333333333,2776.3333333333335,-14462.333333333334,15709.952280852627
1,0.109016,5477.0,2742.0,-14509.0,15748.878499753562
2,0.12463700000000001,5621.0,2772.0,-14621.5,15908.107594871239
3,0.14025800000000002,5629.666666666667,2751.3333333333335,-14600.0,15887.824957774708
4,0.15588400000000002,5779.0,2883.0,-14403.0,15784.642504662563
5,0.218677,5753.0,2659.0,-14530.0,15852.072104302328
6,0.43706700000000004,5767.0,2592.0,-14465.0,15786.480861800706
7,0.499906,5636.0,2859.0,-14719.0,16018.343797034699
8,0.6716840000000001,5562.0,2772.0,-14923.0,16165.263901341048
9,0.7182550000000001,5605.0,2688.0,-14434.0,15715.652229544914
10,0.765402,5629.0,2789.0,-14338.0,15653.83039386846
11,0.827882,5773.0,2690.0,-14595.0,15924.121765422418
12,1.077844,5903.0,3008.0,-15119.0,16506.896558711454
13,1.140333,5543.0,2546.0,-14476.0,15708.645422187108
14,1.218466,5620.0,2733.0,-14697.0,15970.457037918482
15,1.37461,5645.0,2767.0,-15090.0,16347.18367181332
16,1.4367990000000002,5621.0,2712.0,-14429.0,15720.897747902312
17,1.60905,5486.0,2935.0,-14630.0,15898.028840079514
18,1.6558840000000001,5679.0,2559.0,-14499.0,15780.384120800101
19,1.7336360000000002,5426.0,2905.0,-14614.0,15857.15917180628
20,1.8901500000000002,5668.0,2682.0,-14583.0,15873.97987273513
21,1.983578,5465.0,2714.0,-14290.0,15538.214858856856
22,2.0306740000000003,5472.0,2725.0,-14631.0,15856.68849413395
23,2.2026060000000003,5689.0,2851.0,-14879.0,16182.631522715952
24,2.249142,5538.0,2650.0,-14576.0,15816.185380805322
25,2.311626,5444.0,2883.0,-14519.0,15771.816192182814
26,2.3430020000000003,5688.0,2771.0,-14509.0,15828.545921846391
27,2.4209870000000002,5510.0,2819.0,-14495.0,15761.087716271362
28,2.561789,5421.0,2743.0,-14937.0,16125.298725915127
29,2.671195,5631.0,2658.0,-14711.0,15974.562466621739
30,2.858382,5721.0,2716.0,-15032.0,16311.576288023178
31,3.1398260000000002,5730.0,2728.0,-15183.0,16455.952509654373
32,3.170763,5533.0,2627.0,-14831.0,16045.98949893711
33,3.280402,5456.0,2821.0,-14315.0,15577.072959962665
34,3.3426020000000003,5408.0,2797.0,-14308.0,15549.551022457208
