,time,x,y,z,magnitude
0,0.09336000000000001,5396.0,2618.0,-14128.0,14368.517947234503
1,0.09336000000000001,5460.0,2884.0,-14685.0,14965.516396035253
2,0.09336000000000001,5558.0,2827.0,-14574.0,14845.6527306818
3,0.109016,5410.0,2675.0,-14393.0,14639.469730833833
4,0.109016,5544.0,2809.0,-14625.0,14892.317012473244
5,0.12463700000000001,5612.0,2936.0,-14507.0,14801.119721156234
6,0.12463700000000001,5630.0,2608.0,-14736.0,14965.004510523877
7,0.14025800000000002,5630.0,2627.0,-14482.0,14718.337304193024
8,0.14025800000000002,5667.0,2840.0,-14763.0,15033.687804394503
9,0.14025800000000002,5592.0,2787.0,-14555.0,14819.426237206351
10,0.15588400000000002,5779.0,2883.0,-14403.0,14688.706478107593
11,0.218677,5753.0,2659.0,-14530.0,14771.295847013558
12,0.43706700000000004,5767.0,2592.0,-14465.0,14695.396864324557
13,0.499906,5636.0,2859.0,-14719.0,14994.093570469673
14,0.6716840000000001,5562.0,2772.0,-14923.0,15178.271080725894
15,0.7182550000000001,5605.0,2688.0,-14434.0,14682.155836252387
16,0.765402,5629.0,2789.0,-14338.0,14606.73697305459
17,0.827882,5773.0,2690.0,-14595.0,14840.826291012236
18,1.077844,5903.0,3008.0,-15119.0,15415.324355977724
19,1.140333,5543.0,2546.0,-14476.0,14698.186690881294
20,1.218466,5620.0,2733.0,-14697.0,14948.949728994341
21,1.37461,5645.0,2767.0,-15090.0,15341.590171817263
22,1.4367990000000002,5621.0,2712.0,-14429.0,14681.654709194056
23,1.60905,5486.0,2935.0,-14630.0,14921.49875180104
24,1.6558840000000001,5679.0,2559.0,-14499.0,14723.0934928771
25,1.7336360000000002,5426.0,2905.0,-14614.0,14899.933590456032
26,1.8901500000000002,5668.0,2682.0,-14583.0,14827.576099956459
27,1.983578,5465.0,2714.0,-14290.0,14545.442447722242
28,2.0306740000000003,5472.0,2725.0,-14631.0,14882.600108851948
29,2.2026060000000003,5689.0,2851.0,-14879.0,15149.681250772242
30,2.249142,5538.0,2650.0,-14576.0,14814.934221926198
31,2.311626,5444.0,2883.0,-14519.0,14802.467699677645
32,2.3430020000000003,5688.0,2771.0,-14509.0,14771.239690696242
33,2.4209870000000002,5510.0,2819.0,-14495.0,14766.576651343397
34,2.561789,5421.0,2743.0,-14937.0,15186.771151235538
35,2.671195,5631.0,2658.0,-14711.0,14949.196801166276
36,2.858382,5721.0,2716.0,-15032.0,15275.394593921297
37,3.1398260000000002,5730.0,2728.0,-15183.0,15426.129553455721
38,3.170763,5533.0,2627.0,-14831.0,15061.862102675088
39,3.280402,5456.0,2821.0,-14315.0,14590.314115878384
40,3.3426020000000003,5408.0,2797.0,-14308.0,14578.822757685204
41,3.451989,5535.0,2746.0,-14497.0,14754.77973403873
42,3.514638,5603.0,2734.0,-14691.0,14943.233820027042
43,3.5772220000000003,5501.0,2707.0,-14900.0,15143.90468142216
44,3.677499,5640.0,2841.0,-14637.0,14910.165995051833
45,3.7712830000000004,5760.0,2762.0,-14804.0,15059.450853201786
46,3.865276,5472.0,2659.0,-14415.0,14658.189042306692
47,4.13081,5737.0,2679.0,-14788.0,15028.705366730695
48,4.146151000000001,5580.0,2729.0,-14583.0,14836.149433057082
49,4.193306000000001,5600.0,2982.0,-14707.0,15006.271122434115
50,4.349538,5671.0,2520.0,-15033.0,15242.752015302223
51,4.427386,5384.0,2639.0,-14758.0,14992.094083215994
52,4.458624,5648.0,2640.0,-14550.0,14787.565722592748
53,4.521475000000001,5487.0,2839.0,-14616.0,14889.169788809582
54,4.583655,5456.0,2741.0,-14783.0,15034.964915156936
55,4.740055,5595.0,2921.0,-14711.0,14998.191957699435
56,4.833889,5595.0,3035.0,-14222.0,14542.231912605437
57,4.974117000000001,5595.0,2593.0,-14246.0,14480.060946004336
58,5.083748,5671.0,2670.0,-14587.0,14829.344860781948
59,5.130634000000001,5634.0,2916.0,-14791.0,15075.70021591037
60,5.302484000000001,5679.0,2930.0,-14968.0,15252.079333651527
61,5.302484000000001,5375.0,2898.0,-14727.0,15009.428137007752
62,5.364660000000001,5383.0,2686.0,-14186.0,14438.04668229051
63,5.427418,5631.0,2998.0,-14566.0,14871.326773358187
64,5.521133000000001,5645.0,2860.0,-14841.0,15114.062359273234
65,5.630485,5323.0,2650.0,-14431.0,14672.295696311467
66,5.708563000000001,5385.0,2881.0,-14260.0,14548.118813097451
67,5.755186,5610.0,2558.0,-14883.0,15101.226870688355
68,5.9116740000000005,5427.0,2719.0,-14932.0,15177.535537761063
69,6.036368,5549.0,2439.0,-15213.0,15407.27393149093
70,6.083500000000001,5703.0,2955.0,-14892.0,15182.347940947737
71,6.241621,5755.0,2666.0,-14566.0,14807.96785517851
72,6.35114,5429.0,2324.0,-14470.0,14655.438444481966
73,6.429221,5935.0,2363.0,-14203.0,14398.228293786704
74,6.582576,5978.0,2246.0,-14546.0,14718.377356216955
75,6.645063,5420.0,2040.0,-13731.0,13881.713186779218
76,6.723206,5832.0,2212.0,-15122.0,15282.92602874201
77,6.851323000000001,6047.0,2710.0,-14316.0,14570.242139374348
78,6.882601,5963.0,2485.0,-14400.0,14612.844521173829
79,6.9762960000000005,5785.0,2410.0,-14514.0,14712.725648227115
80,7.03908,5917.0,1863.0,-14509.0,14628.118470944923
81,7.070336,6063.0,2816.0,-14514.0,14784.655964884674
82,7.185659,5789.0,2008.0,-15463.0,15592.83274456569
83,7.248134,5648.0,2818.0,-15073.0,15334.159677008714
84,7.294719000000001,6009.0,2345.0,-13846.0,14043.174178226232
85,7.357522,7325.0,2606.0,-13955.0,14196.241086992008
86,7.498030000000001,6637.0,2227.0,-15299.0,15460.237061571857
87,7.560555000000001,7193.0,2111.0,-14266.0,14421.341026409436
88,7.591804000000001,6636.0,3137.0,-14487.0,14822.750689396351
89,7.623035000000001,8127.0,887.0,-13345.0,13374.445558601672
90,7.763689,7579.0,268.0,-12749.0,12751.816537262446
91,7.826063,7971.0,1287.0,-12283.0,12350.241212219298
92,7.888652,9034.0,1766.0,-12277.0,12403.365873826346
93,7.919791000000001,9856.0,2552.0,-13812.0,14045.783993782617
94,8.066035000000001,10031.0,1956.0,-13063.0,13208.629944093369
95,8.253909,9536.0,1327.0,-12702.0,12771.128885106438
96,8.410031,9041.0,404.0,-13193.0,13199.18425509698
97,8.488037,8650.0,661.0,-13744.0,13759.885791677198
98,8.628619,9414.0,1318.0,-14474.0,14533.884546121866
99,8.73776,10101.0,1278.0,-12097.0,12164.320490680933
100,8.863062000000001,10335.0,2429.0,-13062.0,13285.928081997132
101,8.925249,10156.0,108.0,-13320.0,13320.437830642055
102,9.11271,8467.0,30.0,-12835.0,12835.035060333883
103,9.222307,9565.0,-34.0,-13472.0,13472.042903732157
104,9.3472,9385.0,307.0,-12258.0,12261.843784684259
105,10.003441,9504.0,-461.0,-13629.0,13636.794418044146
106,10.081231,9489.0,873.0,-13391.0,13419.426589836095
107,10.272845,9696.0,-53.0,-12575.0,12575.11168936483
108,10.319406,9503.0,398.0,-13227.0,13232.98654877273
109,10.413496,9603.0,-46.0,-12005.0,12005.088129622372
110,10.554103000000001,9551.0,-226.0,-12360.0,12362.06600856022
111,10.616347000000001,8455.0,424.0,-12526.0,12533.174059271658
112,10.67901,7387.0,-162.0,-14156.0,14156.926926420154
113,10.7415,7232.0,1428.0,-14614.0,14683.602419025108
114,10.866471,7853.0,645.0,-15415.0,15428.48826035785
115,10.897736,9392.0,1590.0,-13022.0,13118.71121718898
116,10.960189000000002,8622.0,920.0,-14289.0,14318.586557338682
117,11.007026000000002,8419.0,764.0,-13243.0,13265.019600437838
118,11.165055,6080.0,914.0,-14954.0,14981.906153757605
119,11.227269000000001,7115.0,1974.0,-14934.0,15063.898300240877
120,11.274143,6567.0,319.0,-12949.0,12952.928703578971
121,11.477465,6961.0,1546.0,-14162.0,14246.134914425034
122,11.524092000000001,6979.0,1088.0,-14054.0,14096.051220111254
123,11.586966,6891.0,1304.0,-14443.0,14501.746963728197
124,11.633727,6708.0,1419.0,-14171.0,14241.867925240706
125,11.790021000000001,6633.0,1622.0,-14272.0,14363.873711502758
126,11.868020000000001,6603.0,717.0,-14616.0,14633.575947115592
127,11.914995000000001,6640.0,1840.0,-14597.0,14712.511988100468
128,12.117693000000001,6719.0,1614.0,-14196.0,14287.45645662656
129,12.164833000000002,6604.0,1380.0,-14442.0,14507.782876787203
130,12.227041000000002,6777.0,1435.0,-14402.0,14473.314375083546
131,12.305432000000001,6460.0,1480.0,-14293.0,14369.420621583879
132,12.461688,6469.0,1725.0,-14623.0,14724.393162368357
133,12.492878000000001,6320.0,1413.0,-14458.0,14526.8831137309
134,12.555367,7663.0,2076.0,-12928.0,13093.622875277873
135,12.633191,7814.0,1392.0,-14744.0,14809.564477053334
136,12.82093,8121.0,2862.0,-13374.0,13676.802257837904
137,12.867715,8228.0,2564.0,-13800.0,14036.170987844227
138,13.039633,7731.0,2527.0,-13383.0,13619.486701047143
139,13.101840000000001,7921.0,2129.0,-13352.0,13520.67102624718
140,13.215330000000002,7992.0,2338.0,-13291.0,13495.070396259516
141,13.309371,7867.0,2327.0,-13506.0,13704.997811017702
142,13.324665000000001,7941.0,2411.0,-13861.0,14069.123711162682
143,13.418672,7790.0,2413.0,-13571.0,13783.853234854178
144,13.465266000000002,7946.0,2100.0,-13516.0,13678.167128676268
145,13.527747000000002,8001.0,2422.0,-13942.0,14150.810860159216
146,13.684237000000001,7815.0,2389.0,-13320.0,13532.543035216995
147,13.746741,7873.0,2532.0,-13108.0,13350.306663144484
148,13.903069,7881.0,2251.0,-13762.0,13944.878809082566
149,14.07446,7856.0,2086.0,-13808.0,13964.679015287104
150,14.168181,7949.0,2380.0,-13272.0,13483.708095327487
151,14.278848000000002,7851.0,2075.0,-13509.0,13667.43231188653
152,14.357342000000001,7945.0,2365.0,-13769.0,13970.63298494381
153,14.45288,7749.0,2310.0,-13748.0,13940.717485122494
154,14.567589000000002,7814.0,2332.0,-13665.0,13862.555644613298
155,14.661737,7857.0,2088.0,-13816.0,13972.888033617102
156,14.75505,8074.0,2215.0,-13932.0,14106.978733945834
157,14.864399,7643.0,2443.0,-13436.0,13656.29323791782
158,14.926885,7840.0,2362.0,-13482.0,13687.34335070177
159,14.990003000000002,7640.0,2895.0,-14004.0,14300.106328276024
160,15.083764,8124.0,1915.0,-14656.0,14780.580536636577
161,15.447957,9332.0,3638.0,-13396.0,13881.205279081496
162,15.526069000000001,6637.0,3004.0,-13052.0,13393.234112789934
163,15.573438000000001,11423.0,2497.0,-11837.0,12097.502965488375
164,15.671774000000001,10923.0,3164.0,-11071.0,11514.249302494714
165,15.812327000000002,9591.0,3304.0,-12593.0,13019.219062601258
166,15.880482,9493.0,3318.0,-12387.0,12823.684844848613
167,15.942572,9230.0,3275.0,-12919.0,13327.647429310246
168,15.974176000000002,8895.0,3421.0,-13000.0,13442.590561346426
169,16.0363,8825.0,3579.0,-12846.0,13335.252416058722
170,16.218183,8883.0,3029.0,-12932.0,13281.997778948768
171,16.297042,8825.0,3137.0,-13009.0,13381.885143730684
172,16.422094,8717.0,3106.0,-13090.0,13453.45070976216
173,16.500046,8618.0,2859.0,-12549.0,12870.558729130604
174,16.546752,8852.0,3189.0,-12766.0,13158.285488618949
175,16.609508,9009.0,3179.0,-12966.0,13350.026104843391
176,16.734324,9035.0,2722.0,-13086.0,13366.101899955724
177,16.875022,8702.0,3158.0,-12823.0,13206.146031299215
178,16.875022,9132.0,3093.0,-13148.0,13506.907603148842
179,17.030922,8789.0,2989.0,-13113.0,13449.345337227385
180,17.078144,8771.0,3064.0,-12905.0,13263.75214635738
181,17.109321,8688.0,3162.0,-13064.0,13441.217950766219
182,17.124684000000002,8925.0,3037.0,-12722.0,13079.4744925016
183,17.37498,8836.0,3104.0,-13253.0,13611.642994142918
184,17.468371,8811.0,2928.0,-12992.0,13317.854481860057
185,17.546423,8526.0,3039.0,-12631.0,12991.446493751186
186,17.781093000000002,8826.0,2949.0,-13361.0,13682.577315696046
187,17.952579,8884.0,3921.0,-13613.0,14166.43956680718
188,17.999872,8140.0,5424.0,-12669.0,13781.267612233643
189,18.311909,4900.0,3156.0,-15511.0,15828.817296311181
190,18.514988000000002,7996.0,4765.0,-14248.0,15023.672287426933
191,18.609047,7472.0,3166.0,-15055.0,15384.296571504334
192,18.725052,6860.0,995.0,-12369.0,12408.955878719209
193,18.881281,9678.0,4311.0,-12641.0,13355.882673938102
194,18.928026000000003,9465.0,3482.0,-12231.0,12716.98411574065
195,19.025271,9185.0,4117.0,-12605.0,13260.305954238009
196,19.119003000000003,9195.0,3421.0,-12359.0,12823.732763903028
197,19.165825,9370.0,3704.0,-12145.0,12697.269037080376
198,19.243973,9620.0,4178.0,-12402.0,13086.83643972064
199,19.291151000000003,9429.0,3396.0,-12370.0,12827.693323431145
200,19.384569000000003,9675.0,4184.0,-12137.0,12837.93694485216
