,0
168,0.8633970802074142
169,0.8623974722192917
170,0.8609398600916828
171,0.8627171811727711
172,0.8651650449336545
173,0.8611703787569814
174,0.8604556373867654
175,0.8574577223649104
176,0.858607104482345
177,0.8621972710025161
178,0.8706775071925927
179,0.864448580807765
180,0.8688111670699471
181,0.868933326558945
182,0.859495633138572
183,0.8647111908952799
184,0.864454853879267
185,0.8608694797697176
186,0.8618099143995557
187,0.8597271935935579
188,0.8693950969693264
189,0.8582169726578456
190,0.8651166272205062
191,0.8640656815247809
192,0.8612230460069599
193,0.8761230591002539
194,0.8707391507301536
195,0.8741615124386557
196,0.862743920816048
197,0.8642026265799927
198,0.8631648175530072
199,0.8703486921586714
200,0.8717400343856291
201,0.8775748394420951
202,0.8589471024750356
203,0.8688243649561921
204,0.8624745214287051
205,0.8670487700510999
206,0.8630406904725211
207,0.8725282974641623
208,0.8710931557803863
209,0.8573541657027473
210,0.8682538311126714
211,0.8771130512142198
212,0.867690591148877
213,0.8624190201444645
214,0.871450610753941
215,0.8703409993406613
216,0.8752828250666036
217,0.8705226640595554
218,0.864801041861198
219,0.8679693196557908
220,0.8569550800352752
221,0.8650352356917993
222,0.8603521949604215
223,0.8609648357694553
224,0.8825119118004001
225,0.8639805225475514
226,0.8688313287822551
227,0.8640878606222874
228,0.8684010101528413
229,0.8657535915826631
230,0.8599275596093088
231,0.8690188292282297
232,0.8685898762636108
233,0.8652579965458378
234,0.8621239597185151
235,0.8617638212164794
236,0.8661378179136586
237,0.8666308798096687
238,0.8673459807165808
239,0.8619968784224061
240,0.8640825422231924
241,0.8668466194636937
242,0.8690038338431929
243,0.8679922401252445
244,0.8682247260324369
245,0.8610114940118332
246,0.87219481163436
247,0.8622300590546047
248,0.8578772103997836
249,0.870740788491242
250,0.8743754425167294
251,0.8748911745488828
252,0.8667253381978399
253,0.8719008743876014
254,0.8617442092620938
255,0.8695052175275807
256,0.8581349773796252
257,0.8726735778815901
258,0.8706040932496947
259,0.8598184994856326
260,0.8623091303219793
261,0.8751764562130986
262,0.8710157821250599
263,0.8699995914651718
264,0.8610427613170818
265,0.8662991847236472
266,0.8641057572823692
267,0.8653459028914889
268,0.8704006974472468
269,0.8619395605833332
270,0.8662441927409745
271,0.8626917848491308
272,0.8657626484427379
273,0.8686795422791297
274,0.8685299716902951
275,0.8712931086860853
276,0.8660171461573822
277,0.8656264119295298
278,0.8721363085081094
279,0.8729749292807175
280,0.8670196970982372
281,0.8608270266517328
282,0.8708679450288367
283,0.8762841768401801
284,0.864346562479575
285,0.8700306248732751
286,0.8704899865703929
287,0.850812990431274
288,0.8978006162465543
289,0.8954632140339839
290,0.9057460413666072
291,0.8987665958822701
292,0.8988421506096912
293,0.8998619302600832
294,0.9002006458210057
295,0.8952470042546498
296,0.8959744586365375
297,0.9566770469555687
298,0.7856341506625384
299,0.845464692166962
300,0.836499534513914
301,0.8402766508135329
302,0.8350309200853897
303,0.8370082673184288
304,0.8383018366328444
305,0.8473283237389578
306,0.7577697048944286
307,0.7632804422326045
308,0.7802533994484697
309,0.8260971051544078
310,0.8172597768380644
311,0.8356215411690406
312,0.8293702798810736
313,0.8320551639714121
314,0.8358404590000733
315,0.841889757252875
316,0.8428030641137796
317,0.8462264354565701
318,0.8452062658281687
319,0.8435599888424791
320,0.8472546897352825
321,0.84525439869488
322,0.8422636643338124
323,0.8557506868378734
324,0.8381094918788309
325,0.8502568241696654
326,0.8536608858285162
327,0.8536354606654707
328,0.8541585063219159
329,0.8555234868489396
330,0.8634043646596097
331,0.855509820991303
332,0.8705375895282655
333,0.8618508390303308
334,0.8563296220137253
335,0.8623677360272572
336,0.8567716318480628
337,0.8607042081331002
338,0.8522563814711547
339,0.8586874505781201
340,0.8600990876418514
341,0.8158867640059205
342,0.7716492927164237
343,0.8031955850604349
344,0.8051809004615516
345,0.8012877820845777
346,0.8035360797222837
347,0.8516147846575958
348,0.8408954281430424
349,0.8481492565780382
350,0.8405735755156003
351,0.8523698553047229
352,0.8539598272509008
353,0.8517951501429714
354,0.8520822687801771
355,0.864580183075698
356,0.8573406189690174
357,0.8579798162570682
358,0.8559106177299848
359,0.8522747329631326
360,0.8523254536633428
361,0.8590757333019312
362,0.861329276076621
363,0.854132342568078
364,0.8666820659849034
365,0.8563827377086185
366,0.8641140058954984
367,0.8603159562837743
368,0.8566887355246446
369,0.8615662461671743
370,0.8581821906051896
371,0.8562315089870571
372,0.8575547369142004
373,0.8599990930987883
374,0.856587188731345
375,0.8616219753628551
376,0.8540703671349206
377,0.8601012540058343
378,0.8548750039467303
379,0.8554628252794743
380,0.8599504782601333
381,0.8665189604761073
382,0.8516069709981929
383,0.8546020803799432
384,0.8419337060166616
385,0.858185991852535
386,0.8514666087191111
387,0.8599768751669306
388,0.8609520844393335
389,0.8646456442356728
390,0.8584541019894938
391,0.8542888638605011
392,0.8613900285816359
393,0.866695359309792
394,0.8615424463897756
395,0.8658330885075877
396,0.8520564584050904
397,0.8675400604904175
398,0.8591517828980365
399,0.8589843112098945
400,0.858019578844678
401,0.8615642617055465
402,0.8538064732348374
403,0.8615650257751007
404,0.8551678841565252
405,0.8571144330339496
406,0.8586260309230298
407,0.8561255241676924
408,0.8590129374376263
409,0.8588915704085512
410,0.8540344963226977
411,0.8587672928384419
412,0.8645662143607051
413,0.8576140938247989
414,0.8515801872460563
415,0.8588712356226873
416,0.8616204667269686
417,0.8545328617278004
418,0.8532160020072032
419,0.8588981068753369
420,0.8545822324492507
421,0.8504516136222113
422,0.8619449392502248
423,0.8662455012038262
424,0.8591134736916374
425,0.853265328786508
426,0.8515426765367043
427,0.8642555580389044
428,0.8570312985670554
429,0.8616025090943841
430,0.8594760168830573
431,0.8612958716667145
432,0.8596587354680761
433,0.8485904115482503
434,0.8569429529667315
435,0.8641780743005865
436,0.8587269014556831
437,0.868681355693395
438,0.8588583815941134
439,0.8707767137700464
440,0.8825184160989293
441,0.8270055680610182
442,0.826841527179377
443,0.8280969020331916
444,0.8753458860849758
445,0.839793050812431
446,0.8516850632072381
447,0.8608943183879477
448,0.8678432660544506
449,0.7639779074283831
450,0.809321982313388
451,0.8154579356739222
452,0.7788436323177372
453,0.8409462338272485
454,0.873284621209551
455,0.8590252619380087
456,0.8648678744133056
457,0.8550901723756625
458,0.8633938548994898
459,0.8669350369913857
460,0.8680054906104524
461,0.8656909975760665
462,0.8703998571890462
463,0.8672891032257815
464,0.9152572230447452
465,0.89468701744304
466,0.8827835900078392
467,0.8276155190267328
468,0.7532214688514612
469,0.8430148891876615
470,0.8556215271296236
471,0.8472744624090106
472,0.8058294181679242
473,0.9396644263782817
474,0.7943804692352726
475,0.8281813564820992
476,0.792921877562542
477,0.7528560209629216
478,0.6765337840245109
479,0.7303381853863612
480,0.7049438773548902
481,0.7522977896703981
482,0.7936367908067606
483,0.7760290303430347
484,0.9087145558995741
485,0.9175454468291347
486,0.855841053474674
487,0.8664396407858885
488,0.8678341650225853
489,0.8583334272128825
490,0.6869393620776219
491,0.9523916037140696
492,0.8162134751879713
493,0.9065524428997523
494,0.8441977500560577
495,1.0
496,0.9231915423974139
497,0.9424650390479385
498,0.9548696419260809
499,0.8942458452966694
500,0.8719092464855054
501,0.8123701062922349
502,0.818960698709335
503,0.8976713318791203
504,0.8359040190426359
505,0.8394780678902886
506,0.8364635645471001
507,0.8653406064525346
508,0.8127034689360086
509,0.8177257079719656
510,0.9016185835512055
511,0.8826076183724879
512,0.8628263540065212
513,0.8921347346778533
514,0.8791842875359924
515,0.904287264450932
516,0.8484958537030207
517,0.797421520818357
518,0.8419013007892014
519,0.794412205434804
520,0.8644751797560197
521,0.9104130596909985
522,0.8189234216374732
523,0.8251918238710731
524,0.8489989884924803
525,0.8173914447122486
526,0.8034188303662742
527,0.8268254553898925
528,0.8096727602191819
529,0.7566834208203264
530,0.7490485278812669
531,0.785585927238465
532,0.7130146512683649
533,0.7533485960127276
534,0.7431895261179494
535,0.8437560873950554
536,0.8069658550750536
537,0.812881631552103
538,0.7351048159769443
539,0.7633930757757654
540,0.7465631698798101
541,0.8189029534790446
542,0.9633252872307886
543,0.9355988491655098
544,0.939167053955478
545,0.8448191821875747
546,0.7910424187737567
547,0.7906712991349635
548,0.7444376195728308
549,0.8920264235480906
550,0.9680182193742634
551,0.9002078139805323
552,0.8787730383988407
553,0.8801857983497589
554,0.9200881203256378
555,0.7345284104174501
556,0.8275215770553973
557,0.7677940339299371
558,0.8020277014624626
559,0.8313955443774729
560,0.8047174142965012
561,0.82060289765354
562,0.8507646821510538
563,0.8662419034142376
564,0.8339547489107677
565,0.8316942624887246
566,0.8122671884533473
567,0.9434320230020108
568,0.7949883673049764
569,0.8427369911475348
570,0.7678331786564723
571,0.8836824400022858
572,0.9353428628772659
573,0.8279607701411846
574,0.8884056281893695
575,0.8796281389362929
576,0.8453233314640156
577,0.809424082201759
578,0.7987806970847784
579,0.8287241066569948
580,0.8567976182552054
581,0.8879691163495759
582,0.8029066741003964
583,0.8696767786034005
584,0.7735024131062697
585,0.8767843064438684
586,0.8079297667795
587,0.8335339037906531
588,0.8320895523733012
589,0.8560285671625669
590,0.8574078609479414
591,0.7499056369606916
592,0.7139486022452102
593,0.7702380341408467
594,0.8308742178418329
595,0.8294775984540238
596,0.8023850204095664
597,0.8522929769025459
598,0.842717308498006
599,0.8843386373863417
600,0.8777537962023663
601,0.8053561280882326
602,0.8460123034563691
603,0.8551561501425687
604,0.8785059952406914
605,0.8400651393824805
606,0.8443833675216182
607,0.8344463495633089
608,0.8999067306306214
609,0.800085565783752
610,0.8602204680471089
611,0.8511076062189148
612,0.8496497906944708
613,0.9030424583529296
614,0.9018129655051472
615,0.8752378911507607
616,0.8416362738987032
617,0.8298512558603112
618,0.791363175184833
619,0.8416885066260706
620,0.8700109446023118
621,0.8677290342218874
622,0.8679192594527313
623,0.8719591004076277
624,0.9471519313893431
625,0.9656636449848855
626,0.9586126959687361
627,0.9595697129443627
628,0.9647484372488502
629,0.9700287699952783
630,0.9765224728589823
631,0.8825379214552923
632,0.8775648076765709
633,0.8841295701133501
634,0.8770422557434554
635,0.8907950876231434
636,0.8686431214103563
637,0.911411691232361
638,0.9179706922598408
639,0.8968040727098708
640,0.9040034334900118
641,0.9155548295650418
642,0.9123790382778625
643,0.9195051196356855
644,0.9114379667163075
645,0.9355168377025966
646,0.9195402002945688
647,0.9147083920321266
648,0.9220759662143831
649,0.9244762311747502
650,0.9321572234850685
651,0.9490765936101053
652,0.9435391180897685
653,0.9328271690205007
654,0.9384403913398323
655,0.9331734097185967
656,0.9349406029644945
657,0.9375291570429589
658,0.9322074972195328
659,0.9412292368949545
660,0.9449211350057701
661,0.9379410455485279
662,0.9390263302890829
663,0.9394787655907162
664,0.9303367026918361
665,0.9375400969050728
666,0.9386926792861037
667,0.9369666376324223
668,0.9363047824665176
669,0.9323612918091819
670,0.9369392254729553
671,0.9470689237916471
672,0.944260439607041
673,0.9352760844570005
674,0.9322252321204209
675,0.9479734158839459
676,0.9394194642364763
677,0.9314275897756423
678,0.9385980125954991
679,0.9380397900245505
680,0.9413299914296707
681,0.9376881252668554
682,0.9413896366277034
683,0.9447006080313165
684,0.9476745947176928
685,0.94504597621585
686,0.9397065229169501
687,0.9439121643885514
688,0.9353127817643385
689,0.9395307646331683
690,0.9407314995903263
691,0.9461883741522817
692,0.9309534908869186
693,0.9461868730965096
694,0.9455908414166031
695,0.9279699104000191
696,0.9468000652171263
697,0.933782659160463
698,0.9369119760210947
699,0.9409361164323073
700,0.9382723096102951
701,0.9412829493004667
702,0.940091900257765
703,0.9434669643143215
704,0.9356114190491678
705,0.9453441793426389
706,0.9392324856863182
707,0.9440704797565714
708,0.9388013383104891
709,0.9493461462941977
710,0.9476906042755868
711,0.9461347832915215
712,0.9399152823482195
713,0.9438965372948148
714,0.9411068178342691
715,0.9400298584969798
716,0.9496522238303743
717,0.9512451774203413
718,0.9459165804823415
719,0.9412972367412664
720,0.9431672741843571
721,0.9456962732970259
722,0.9360395672448839
723,0.942062204389546
724,0.9508577586242722
725,0.9455445956261451
726,0.9434464514343072
727,0.9436270539838495
728,0.9405668009981919
729,0.9470569116278502
730,0.9486448884495619
731,0.9484652643672079
732,0.9490469145659769
733,0.9500032614103759
734,0.9321450205623759
735,0.9408339274241608
736,0.9483801502431641
737,0.9448645837161256
738,0.9381208771776564
739,0.9469558021423472
740,0.9407159888700107
741,0.9450698367629435
742,0.9393153211410997
743,0.9461707626800412
744,0.9504181653940857
745,0.9418542294025023
746,0.9555309029277976
747,0.9471585311101361
748,0.9376955258887312
749,0.9366229689843993
750,0.9474901282672024
751,0.9436861332897913
752,0.9506643353613526
753,0.9352325793049874
754,0.94744050744865
755,0.9415904272763769
756,0.9405183408833129
757,0.9486341511791069
758,0.944413829017818
759,0.9418380836069654
760,0.942815246672763
761,0.9488603475360139
762,0.9422154963925568
763,0.9462987609598756
764,0.9336959466608917
765,0.9454169653872031
766,0.9463749321352631
767,0.9483596200282571
768,0.943922234158327
769,0.9434710645310406
770,0.9494020496282223
771,0.948205041167253
772,0.9477691115143703
773,0.9453223951467122
774,0.9470978168232199
775,0.9399621626968756
776,0.9356302417211401
777,0.9477797109933128
778,0.9717165307256035
779,0.846110088745505
780,0.9071455834896228
781,0.8945695066410112
782,0.851492525617561
783,0.8618993456263266
784,0.8547544615970717
785,0.8754745666812335
786,0.8817109154581634
787,0.8783857374835852
788,0.8916782457080626
789,0.8951979212293997
790,0.8826289169030173
791,0.8878336109331443
792,0.8907217473028612
793,0.8860875619022761
794,0.8932904972607744
795,0.9002713400231054
796,0.8803740863976793
797,0.895029341575929
798,0.8853194990271611
799,0.8824642122844327
800,0.8947105664624848
801,0.8951559678321533
802,0.8907733968576705
803,0.8962984556757014
804,0.8913338974921988
805,0.8965758853277442
806,0.8941028666398855
807,0.8883622425697765
808,0.8830323633551306
809,0.889996562700223
810,0.885108962307757
811,0.8923446751948743
812,0.8937699273866782
813,0.8993505691546348
814,0.8912108635897327
815,0.8834743712523441
816,0.8901020919178932
817,0.9012362393969774
818,0.8904691909869292
819,0.8984829922822091
820,0.8899178854495712
821,0.8918759065692247
822,0.8879829150064736
823,0.8855713967425116
824,0.8937014977092936
825,0.8896133301550838
826,0.8926269579847103
827,0.8900469012912898
828,0.8904636478244096
829,0.8878496040244144
830,0.8942915082189402
831,0.898379644115389
832,0.8972591580466444
833,0.8883489194895732
834,0.8922966864059674
835,0.8885506259727367
836,0.8843074198657007
837,0.8871782478429046
838,0.8850507425353018
839,0.8837443340772084
840,0.8953443281501714
841,0.8915821469106003
842,0.8882992955506607
843,0.8948627804580679
844,0.8949189384457625
845,0.8921205986193939
846,0.8965706475240368
847,0.8947377708047913
848,0.8971119195933125
849,0.8908054938122137
850,0.8931400664871322
851,0.8968048913464436
852,0.8893460562714294
853,0.8922006653502638
854,0.8912107688315138
855,0.8972639277093092
856,0.8909158013141137
857,0.8954022652494786
858,0.8859134474250157
859,0.8929240826559729
860,0.8912761362661338
861,0.8870096259795686
862,0.8861531135108162
863,0.9071052685749909
864,0.8864042340504072
865,0.8938534972533875
866,0.8871383060371942
867,0.8957155367742294
868,0.8940420835815738
869,0.8940014893819764
870,0.8881390650228917
871,0.8908733099883498
872,0.892619160104424
873,0.8855395370019485
874,0.8952033253574523
875,0.886372149813862
876,0.8900076586326237
877,0.8943766688660617
878,0.8833405031349977
879,0.8895881037533151
880,0.8940610476281295
881,0.8905463812145872
882,0.8910930745594519
883,0.8883699705102582
884,0.8975141500027636
885,0.8876393767207883
886,0.8885142675982227
887,0.8932991214548234
888,0.8900413995140748
889,0.8976358569691479
890,0.8955524219370745
891,0.8921112019990798
892,0.8880971831040699
893,0.8906414433712542
894,0.8954942931071881
895,0.8869542166569094
896,0.8868042871410711
897,0.907119517508828
898,0.8893762691595537
899,0.8932253045840363
900,0.8836494482171974
901,0.8939015181778891
902,0.8947755200221147
903,0.8987669011660797
904,0.8949369689875454
905,0.8963011980424518
906,0.8982748358456832
907,0.9095248769931796
908,0.8950108043772013
909,0.9025920602455034
910,0.8931246288776482
911,0.8963325233718752
912,0.895661183514011
913,0.8981836736595418
914,0.8925623745677773
915,0.8979718013129052
916,0.8954387208626376
917,0.8918785183094866
918,0.8996411020496055
919,0.8895693138286062
920,0.8954816380298711
921,0.8956529453215684
922,0.8982117261892716
923,0.8928307389182721
924,0.8897309695802865
925,0.9019436344372804
926,0.8990837968181965
927,0.8915070708221281
928,0.8854432569894064
929,0.8928019857815811
930,0.8903113615654182
931,0.8946655750002356
932,0.8909932873951154
933,0.8987813494986437
934,0.8960479910458174
935,0.8932365313281297
936,0.8926096827536303
937,0.8924630096467475
938,0.8914159441458874
939,0.8943619876926784
940,0.8912944006163329
941,0.8987577244017995
942,0.8940980974120467
943,0.8930431645009757
944,0.8924381362307402
945,0.8917311249638279
946,0.9043495358563938
947,0.8919280184290742
948,0.8961603085115872
949,0.8999665115606579
950,0.8886434928750938
951,0.8941166354917363
952,0.8895440296366272
953,0.8979393442145577
954,0.8925072169444445
955,0.8926623175251273
956,0.9098293789975851
957,0.895031121864951
958,0.9017830095055317
959,0.9053226033436459
960,0.9052588758652792
961,0.9004133316786215
962,0.907991610272524
963,0.9021655498444965
964,0.8976269809672356
965,0.8416099492919318
966,0.8601116616370429
967,0.8602426275277754
968,0.8524760975003802
969,0.8608081433267856
970,0.8628524354877166
971,0.860477760693266
972,0.8610168380716761
973,0.860861025520144
974,0.8614816979571495
975,0.8663237626456101
976,0.8655201134314583
977,0.8685214829753528
978,0.8660570870907275
979,0.8689459228651423
980,0.8605871008521614
981,0.8630393394423331
