,time,frequency,sensor
0,0.5624297,0.3439611825946084,0.517273204609978
1,1.3115267,0.19958881225723332,0.5411006220986283
2,2.0330147,0.21512048983141838,0.5320046216802
3,2.6122902,0.32629601762434207,0.5284968668945949
4,3.2817347,0.25000339451833337,0.527125865925648
5,4.2710947,0.10575799941498608,0.5464145920099198
6,4.9003109,0.2790918397359407,0.5392315712282362
7,5.5222893,0.2850914912159158,0.5280828465291342
8,6.1301903,0.29726366826669254,0.5162481216467986
9,6.7704869,0.2702262304208684,0.4989653563434627
10,7.4270692,0.2593317212750327,0.5093058271484786
11,7.9938814,0.3371138055665676,0.5034109411189681
12,8.5917784,0.3063436423243513,0.5646000099450078
13,9.164252000000001,0.33119938279135425,0.5157595652971821
14,9.698365800000001,0.3743879012414444,0.42340192147276534
15,10.142543500000002,0.5149141469918223,0.5351077834288144
16,10.699822300000003,0.34741417830827104,0.5129677511910807
17,11.305692600000002,0.2990769629343778,0.5213857219985066
18,11.862763500000002,0.3476437354832506,0.500825686734046
19,12.417595300000002,0.3523717928413821,0.5088248076228846
20,12.960250700000001,0.36410311857716016,0.5503350630476729
21,13.541887500000001,0.3219297070448307,0.503535662253959
22,14.142233100000002,0.3040867287757835,0.5000112329767065
23,14.750354800000002,0.29706749297479984,0.5081342661582325
24,15.346142100000002,0.30830655990459854,0.4881350250022769
25,16.0029092,0.25919455657751445,0.5002096064657632
26,16.571615,0.3372263749948853,0.5135861641169527
27,17.202210100000002,0.27960007828971567,0.47799053304831757
28,17.9255816,0.2151890164301273,0.5137977003075108
29,18.4863939,0.3435452114612901,0.561183259603081
30,19.1485453,0.25523885236706734,0.4929938971597521
31,19.721619599999997,0.33058038432974507,0.4326195700232589
32,20.493541699999998,0.1877317078473467,0.49363204456959436
33,21.1821153,0.2355850290976882,0.503002736548274
34,21.7901737,0.298908372680305,0.4698636556974152
35,22.3685575,0.3251786825863315,0.5004631174520223
36,23.316096400000003,0.11883182380307218,0.47976613448990263
37,23.913848100000003,0.30833983050507563,0.4913262460794064
38,24.401422800000002,0.4386728451055852,0.45816715968768434
39,24.913756600000003,0.40535226351239706,0.5227779137954258
40,25.593670000000003,0.24272458786127304,0.5028192349422105
41,26.314441700000003,0.21554224164321398,0.49307732459643167
42,26.892697000000002,0.32732926396999495,0.5155476451126692
43,27.3494838,0.49448583989338807,0.5036596308646378
44,27.715707300000002,0.7244485044168355,0.5250047097781293
45,28.3983941,0.2394945963355504,0.5176454186149575
46,28.9905295,0.31365083655896525,0.5041322671752787
47,29.319889500000002,0.8643814362394385,0.502001571186663
48,29.964729000000002,0.26824396416586754,0.4916323211801323
49,30.5864754,0.2852866294408807,0.4934487684300499
50,31.2462684,0.2569618772640123,0.5084753082970689
51,31.9073053,0.2560512397055136,0.5032573869172392
52,32.6038172,0.2304379974257083,0.4975670858505162
53,33.2547115,0.2635998432567839,0.504388625329888
54,33.9204871,0.2526198259309674,0.509258871516356
55,34.6219939,0.2272706221234165,0.5272301528798057
56,35.2916676,0.24984109300041224,0.4872219362240919
57,35.8888919,0.3088332949330757,0.5148642196929081
58,36.418039699999994,0.38308987799708616,0.5268190671571726
59,37.03925279999999,0.28742906834485243,0.5156356914400456
60,37.66948889999999,0.27989440266860466,0.5099251098563005
61,38.16737379999999,0.42903501241212594,0.5173925820401487
62,38.96100849999999,0.17813368598196475,0.5225592341390687
63,39.66210639999999,0.22879141425715463,0.5254486339045576
64,40.20311939999999,0.36604879822740055,0.4966668292857636
65,40.82487999999999,0.28527468051595695,0.5051192932992307
