,time,sensor_id,x,y,z
323,6.413348,30.0,-2000.0,818.0,3328.0
324,6.429221,105.0,5935.0,2363.0,-14203.0
325,6.535802,29.0,608.0,-3536.0,-1600.0
326,6.551089,29.0,144.0,-80.0,4000.0
327,6.566893,30.0,-1904.0,818.0,3632.0
328,6.582576,105.0,5978.0,2246.0,-14546.0
329,6.597912,29.0,160.0,-96.0,3872.0
330,6.597912,29.0,704.0,-3632.0,-1760.0
331,6.613825,30.0,-1936.0,1074.0,3600.0
332,6.645063,105.0,5420.0,2040.0,-13731.0
333,6.660711,29.0,592.0,-3520.0,-1728.0
334,6.660711,29.0,176.0,-144.0,4064.0
335,6.676059,30.0,-1984.0,914.0,3392.0
336,6.723206,105.0,5832.0,2212.0,-15122.0
337,6.723206,29.0,224.0,-224.0,3984.0
338,6.754564,30.0,-1856.0,738.0,3744.0
339,6.760686000000001,29.0,160.0,-112.0,3968.0
340,6.773211000000001,30.0,-1872.0,946.0,3776.0
341,6.851323000000001,30.0,-1824.0,834.0,3616.0
342,6.851323000000001,105.0,6047.0,2710.0,-14316.0
343,6.882601,105.0,5963.0,2485.0,-14400.0
344,6.914134000000001,29.0,336.0,-192.0,4080.0
345,6.914134000000001,29.0,640.0,-3632.0,-1616.0
346,6.929468000000001,30.0,-1840.0,866.0,3456.0
347,6.9762960000000005,105.0,5785.0,2410.0,-14514.0
348,6.9762960000000005,29.0,640.0,-3616.0,-1616.0
349,6.9919210000000005,29.0,224.0,-176.0,3984.0
350,7.007824,30.0,-1840.0,850.0,3648.0
351,7.03908,105.0,5917.0,1863.0,-14509.0
352,7.054439,29.0,640.0,-3568.0,-1744.0
353,7.054439,29.0,128.0,-160.0,3968.0
354,7.070336,105.0,6063.0,2816.0,-14514.0
355,7.070336,30.0,-1792.0,802.0,3680.0
356,7.0856840000000005,29.0,560.0,-3648.0,-1712.0
357,7.138948,29.0,192.0,-160.0,3968.0
358,7.154483000000001,30.0,-1792.0,834.0,3616.0
359,7.185659,105.0,5789.0,2008.0,-15463.0
360,7.185659,29.0,560.0,-3648.0,-1632.0
361,7.200991,29.0,192.0,-144.0,3904.0
362,7.216889,30.0,-1856.0,754.0,3888.0
363,7.248134,29.0,496.0,-3616.0,-1744.0
364,7.248134,105.0,5648.0,2818.0,-15073.0
365,7.248134,29.0,240.0,-144.0,4000.0
366,7.27906,30.0,-1856.0,882.0,3584.0
367,7.294719000000001,105.0,6009.0,2345.0,-13846.0
368,7.310612000000001,29.0,688.0,-3632.0,-1680.0
369,7.310612000000001,29.0,160.0,-112.0,4048.0
370,7.326208,30.0,-1776.0,738.0,3616.0
371,7.357522,105.0,7325.0,2606.0,-13955.0
372,7.372833000000001,29.0,736.0,-3824.0,-1536.0
373,7.372833000000001,29.0,240.0,-240.0,3968.0
374,7.466884,30.0,-1760.0,882.0,4048.0
375,7.498030000000001,105.0,6637.0,2227.0,-15299.0
376,7.513413000000001,29.0,528.0,-3728.0,-1424.0
377,7.513413000000001,29.0,288.0,-176.0,3920.0
378,7.529324000000001,30.0,-1632.0,1074.0,3760.0
379,7.560555000000001,105.0,7193.0,2111.0,-14266.0
380,7.560555000000001,29.0,368.0,-464.0,3648.0
381,7.560555000000001,29.0,720.0,-3808.0,-1328.0
382,7.591804000000001,105.0,6636.0,3137.0,-14487.0
383,7.607151000000001,29.0,624.0,-3840.0,-1472.0
384,7.607151000000001,29.0,352.0,-320.0,3872.0
385,7.623035000000001,29.0,864.0,-3616.0,-784.0
386,7.623035000000001,105.0,8127.0,887.0,-13345.0
387,7.623035000000001,29.0,480.0,-624.0,4224.0
388,7.669967000000001,30.0,-1456.0,1218.0,3744.0
389,7.763689,105.0,7579.0,268.0,-12749.0
390,7.778977,29.0,384.0,-352.0,3568.0
391,7.778977,29.0,864.0,-3552.0,-816.0
392,7.81022,30.0,-1344.0,626.0,3520.0
393,7.826063,105.0,7971.0,1287.0,-12283.0
394,7.841461000000001,29.0,704.0,-3776.0,-1152.0
395,7.841461000000001,29.0,480.0,-224.0,3952.0
396,7.857429000000001,30.0,-1392.0,610.0,3648.0
397,7.888652,105.0,9034.0,1766.0,-12277.0
398,7.888652,29.0,1008.0,-3936.0,-848.0
399,7.904306,30.0,-1280.0,898.0,4048.0
400,7.919791000000001,105.0,9856.0,2552.0,-13812.0
401,7.935476,29.0,1008.0,-4224.0,-896.0
402,7.935476,29.0,1200.0,-224.0,4288.0
403,8.066035000000001,29.0,544.0,-912.0,4032.0
404,8.066035000000001,105.0,10031.0,1956.0,-13063.0
405,8.066035000000001,29.0,1120.0,-4080.0,-560.0
406,8.081963,29.0,656.0,-848.0,4128.0
407,8.113285000000001,30.0,-1296.0,1122.0,4192.0
408,8.175762,30.0,-1104.0,1154.0,4256.0
409,8.222578,30.0,-1104.0,1218.0,3744.0
410,8.253909,105.0,9536.0,1327.0,-12702.0
411,8.253909,29.0,928.0,-3936.0,-704.0
412,8.269461,30.0,-1200.0,1090.0,3936.0
413,8.410031,105.0,9041.0,404.0,-13193.0
414,8.425707000000001,30.0,-1264.0,1026.0,4000.0
415,8.488037,105.0,8650.0,661.0,-13744.0
416,8.488037,29.0,1168.0,-3648.0,-736.0
417,8.50348,29.0,640.0,-992.0,4112.0
418,8.519371000000001,30.0,-1072.0,1218.0,4016.0
419,8.534727,105.0,9511.0,-1101.0,-10368.0
420,8.550623,29.0,576.0,-1024.0,2976.0
421,8.550623,29.0,1360.0,-3520.0,-432.0
422,8.565966000000001,30.0,-1232.0,1106.0,4032.0
423,8.628619,29.0,1024.0,-3968.0,-512.0
424,8.628619,105.0,9414.0,1318.0,-14474.0
425,8.628619,29.0,624.0,-1120.0,3808.0
426,8.70683,30.0,-1200.0,1090.0,3760.0
427,8.73776,105.0,10101.0,1278.0,-12097.0
428,8.784944000000001,29.0,1040.0,-3824.0,-544.0
429,8.784944000000001,29.0,672.0,-928.0,3984.0
430,8.800555000000001,29.0,800.0,-800.0,3840.0
431,8.800555000000001,29.0,1024.0,-4160.0,-528.0
432,8.831595,30.0,-992.0,1266.0,3872.0
433,8.863062000000001,105.0,10335.0,2429.0,-13062.0
434,8.863062000000001,29.0,1120.0,-4032.0,-672.0
435,8.878649000000001,29.0,544.0,-976.0,3824.0
436,8.894009,30.0,-1472.0,1218.0,4064.0
437,8.925249,105.0,10156.0,108.0,-13320.0
438,8.925249,29.0,1248.0,-3824.0,-576.0
439,9.003679,29.0,704.0,-848.0,3392.0
440,9.019327,30.0,-1040.0,1154.0,3728.0
441,9.11271,105.0,8467.0,30.0,-12835.0
442,9.11271,29.0,944.0,-3552.0,-592.0
443,9.128599000000001,29.0,640.0,-688.0,3728.0
444,9.143962,30.0,-1120.0,1138.0,3856.0
445,9.159867,105.0,10119.0,-718.0,-12610.0
446,9.175155,29.0,1136.0,-3632.0,-512.0
447,9.175155,29.0,800.0,-1008.0,3520.0
448,9.206673,30.0,-1088.0,1186.0,3488.0
449,9.222307,105.0,9565.0,-34.0,-13472.0
450,9.237680000000001,29.0,928.0,-3760.0,-336.0
451,9.300496,29.0,656.0,-832.0,3728.0
452,9.331677,30.0,-1120.0,1010.0,3792.0
453,9.3472,105.0,9385.0,307.0,-12258.0
454,9.362676,29.0,784.0,-912.0,3456.0
455,9.362676,29.0,1088.0,-3712.0,-640.0
456,9.409476,105.0,9838.0,-803.0,-12120.0
