frequency,penh,rt,mv,te,ti,eip
39.31724812,3.100840525,0.4445775,257.1570786,1.1420478,0.384,6
84.26966292,0.783800351,0.2783653,127.4789537,0.474,0.238,8
87.41237092,0.39676291,0.3223791,144.4051869,0.4564017,0.23,6
106.2326708,0.377476327,0.2276047,166.1659067,0.3271997,0.2375983,6
113.4179267,0.595049103,0.1924373,197.016929,0.3002166,0.2288003,6
114.539184,0.577353904,0.1998139,180.4115984,0.3480548,0.1757834,8
103.0785615,0.489235479,0.2379956,162.6809946,0.3601351,0.2219452,6
97.52634186,0.336199512,0.2940571,152.7713054,0.4053535,0.2098649,8
95.140463,0.353884519,0.2777508,146.987677,0.384,0.2466465,8
104.8951049,0.276165863,0.2518647,167.2094727,0.33,0.242,6
108.0714222,0.237153891,0.2521836,182.3790019,0.3211884,0.234,8
108.1448189,0.217995396,0.2530561,191.64195,0.306,0.2488116,8
115.738776,0.229226992,0.2257798,193.3632164,0.2844088,0.234,6
109.0665972,0.310614592,0.2462918,186.0797816,0.3245314,0.2255912,6
108.5871634,0.330879236,0.2364483,170.0403267,0.3110829,0.2414686,6
104.7271935,0.224631707,0.2615347,165.9478495,0.324,0.2489171,6
107.9912829,0.221263081,0.2569134,179.6564612,0.3256004,0.23,8
102.238338,0.282855573,0.2746917,158.3759854,0.3664644,0.2203996,6
104.4414238,0.297051886,0.2599989,162.0203681,0.3449491,0.2295356,6
117.8664059,0.243433881,0.2199653,178.9590093,0.276,0.2330509,8
107.7014237,0.360332326,0.2352222,178.7809132,0.3170957,0.24,8
104.6324445,0.366049922,0.2338162,164.6269395,0.3365316,0.2369043,6
106.875192,0.306731186,0.2393993,172.1406147,0.3079341,0.2534684,6
100.3037197,0.433989429,0.2483487,163.8670211,0.3501173,0.2480659,6
110.2618296,0.290005443,0.2345382,169.5911932,0.3102766,0.2338827,8
88.49557522,0.307168948,0.3330414,163.874765,0.446,0.232,6
98.20471952,0.431345362,0.2449271,152.3695437,0.3429686,0.268,6
148.563907,0.035341645,0.2383557,216.4061636,0.2548352,0.1490314,8
111.5018632,0.25500078,0.2473106,163.0593647,0.3369428,0.2011648,6
122.1898623,0.135866043,0.2515159,193.3466691,0.3019819,0.1890572,8
108.4654774,0.346667666,0.2555819,161.6161496,0.3711533,0.1820181,6
100.3160122,0.482848869,0.2513344,141.0707996,0.3712632,0.2268467,8
101.5670956,0.534305304,0.2385725,148.7467002,0.3580057,0.2327368,8
99.33868581,0.494690357,0.2456962,152.0973192,0.358,0.2459943,8
104.6324993,0.353637556,0.2518269,159.2105271,0.3414356,0.232,8
117.0884551,0.250479069,0.2536616,180.1389829,0.3598687,0.1525644,8
99.13242605,0.294819522,0.2935915,154.423955,0.4011197,0.2041313,6
98.00877211,0.362873007,0.2788846,157.1576739,0.3773098,0.2348803,6
94.5970277,0.382427796,0.280438,148.3000242,0.3815792,0.2526902,8
98.31399688,0.252380828,0.2788898,154.4411868,0.3538687,0.2564208,6
99.26975514,0.237284509,0.2864814,166.1753669,0.3562824,0.2481313,8
99.82043967,0.246333919,0.2750856,165.607375,0.3433617,0.2577176,6
101.7270714,0.329090633,0.269524,168.1425852,0.3671752,0.2226383,6
96.31823545,0.403351054,0.2625818,153.6314823,0.3641102,0.2588248,6
99.65040975,0.369026914,0.2582943,148.7059847,0.3682151,0.2338898,8
102.7038676,0.262873297,0.2675108,157.388479,0.352419,0.2317849,8
100.5580469,0.189387211,0.290379,162.4330224,0.3590893,0.237581,6
101.8911853,0.231327207,0.2726899,167.5301896,0.3399528,0.2489107,6
99.32998613,0.264970936,0.282541,164.0415075,0.356,0.2480472,8
103.2218996,0.366960665,0.2471956,159.4876619,0.335272,0.246,6
99.54739119,0.324731534,0.2573924,148.3542692,0.354,0.248728,8
101.6690672,0.344296985,0.2463269,145.5986111,0.34015,0.25,6
97.66663026,0.367930767,0.2624023,152.5415533,0.3524847,0.26185,6
96.82762053,0.397130604,0.2673025,154.2854819,0.3721426,0.2475153,8
100.9624923,0.631987731,0.2116136,132.944472,0.3144227,0.2798574,6
120.4830406,0.085911673,0.2428336,187.0701295,0.2664181,0.2315773,8
101.4416721,0.367276434,0.25075,152.2775483,0.339891,0.2515819,6
106.5140817,0.183057937,0.2643442,154.1610187,0.3231968,0.240109,8
94.81620826,0.511189317,0.2541655,149.2310496,0.394,0.2388032,8
79.70014679,0.627914791,0.306503,120.4619124,0.4968217,0.256,6
94.47051481,0.194464918,0.3220407,152.6209339,0.3819405,0.2531783,8
99.34536373,0.20327353,0.2760921,151.7324887,0.3358942,0.2680595,6
96.01533173,0.302753756,0.2897994,147.1673645,0.3747944,0.2501058,6
101.113683,0.216241282,0.2839716,155.4788172,0.3421859,0.2512056,8
99.36818396,0.405273991,0.254394,154.3797768,0.3580009,0.2458141,6
81.62426853,0.274235704,0.3471849,149.7304927,0.4510764,0.2839991,6
141.8407526,0.18556663,0.2066015,156.3127123,0.290086,0.1329236,8
113.2259197,0.274988919,0.2401794,152.8644879,0.324,0.205914,6
106.5498501,0.375779699,0.2365152,138.4976946,0.3431167,0.22,8
110.386871,0.268698429,0.2486256,157.8598088,0.3166596,0.2268833,8
110.4280116,0.287101569,0.2402518,150.9101425,0.316,0.2273404,6
92.85592799,0.202699206,0.3508558,141.4561666,0.4261623,0.22,6
111.719465,0.244922543,0.2582206,150.7574032,0.3592218,0.1778377,8
108.0045405,0.319635945,0.2448684,142.627358,0.332754,0.2227782,10
97.95257887,0.370820213,0.2831301,149.5091432,0.3832953,0.229246,8
95.86393457,0.376552992,0.2726958,139.2145276,0.3891824,0.2367047,6
102.6872043,0.223177221,0.2814259,155.6075783,0.3554811,0.2288176,10
98.08716941,0.288049868,0.2904471,158.9721997,0.3911819,0.2205189,8
100.5175481,0.364676422,0.2672819,150.4785472,0.3680926,0.2288181,8
101.3444353,0.244393339,0.2791112,153.9496114,0.348133,0.2439074,8
99.13550535,0.198715011,0.2970588,147.837278,0.3633652,0.241867,8
94.62968644,0.307021074,0.2985378,150.7129179,0.3874157,0.2466348,8
90.31051011,0.282616584,0.3237955,142.5623448,0.4117902,0.2525843,6
92.9172725,0.232038423,0.3160612,150.1365476,0.3955259,0.2502098,6
101.8790746,0.321299376,0.2490999,148.8279437,0.3444594,0.2444741,6
92.97977876,0.428951051,0.2752237,150.650755,0.379761,0.2655406,6
85.64795749,0.45988436,0.295663,139.3897735,0.4283031,0.272239,8
81.34962278,0.542463966,0.3070554,124.6040449,0.4718603,0.2656969,8
93.61829077,0.23110082,0.3132445,151.8719091,0.3767607,0.2641397,8
89.34067475,0.293557696,0.3247335,141.8655525,0.4103473,0.2612393,6
96.69946981,0.293295501,0.2699116,143.5445771,0.3428264,0.2776527,8
87.06079281,0.497086233,0.2931029,139.3558215,0.426,0.2631736,6
90.68971798,0.348208693,0.2663608,120.1661837,0.3715965,0.29,10
100.7517254,0.17650902,0.2815398,157.3081706,0.3391198,0.2564035,8
96.63700018,0.170585806,0.3280399,170.1716201,0.4,0.2208802,8
90.61301973,0.519509754,0.2684402,146.8335498,0.3921565,0.27,6
90.38274834,0.364770804,0.3039021,146.7706063,0.398,0.2658435,6
97.68998993,0.267264048,0.2775685,145.4095411,0.3521878,0.262,8
92.66085848,0.199351137,0.3159824,143.1237762,0.4017104,0.2458122,10
116.3124532,0.168150957,0.2507364,170.4520669,0.3135623,0.2022896,8
104.9165101,0.264165475,0.2737693,165.8152781,0.3494456,0.2224377,6
97.85820998,0.509053566,0.2516543,143.851052,0.3605776,0.2525544,6
96.73019691,0.483196971,0.24848,142.5210318,0.3488596,0.2714224,6
91.21593579,0.470822841,0.2774557,139.6585815,0.3906394,0.2671404,6
99.16162154,0.407985781,0.2608334,134.236905,0.4077122,0.1973606,8
87.42687834,0.604993774,0.2874323,123.5957764,0.434,0.2522878,6
94.37050079,0.359312156,0.2695027,135.4773974,0.3777919,0.258,8
102.8258955,0.14216278,0.2799561,160.3475907,0.3233025,0.2602081,6
115.8486785,0.226455412,0.2194759,178.8738796,0.2672195,0.2506975,6
110.927403,0.176948573,0.2684558,175.9106612,0.3361138,0.2047805,10
106.0541919,0.277835953,0.2474054,160.9766818,0.3258623,0.2398862,8
107.9765324,0.387736434,0.2361668,145.7146609,0.3355386,0.2201377,8
101.4822669,0.276005352,0.2609955,143.0310234,0.3547749,0.2364614,8
107.3552672,0.34359586,0.234982,142.3070345,0.3276669,0.2312251,6
98.83996475,0.330722324,0.2759139,156.1842043,0.3567088,0.2503331,8
91.09728963,0.442679903,0.2784056,140.8445739,0.4093453,0.2492912,8
99.61935445,0.287786039,0.2738155,152.5068872,0.3476379,0.2546547,8
96.04811626,0.374485227,0.269857,149.6117512,0.3743248,0.2503621,8
94.96368035,0.432860355,0.2683708,148.4118517,0.3861453,0.2456752,6
86.83588279,0.435324657,0.2990225,139.1501763,0.4211039,0.2698547,8
96.61384573,0.285287229,0.2827168,154.0001164,0.3621329,0.2588961,8
93.72734434,0.270780454,0.3063069,160.1497387,0.3822876,0.2578671,6
101.1801484,0.350293955,0.254,158.102633,0.3352893,0.2577124,6
108.8505473,0.261009695,0.2273229,157.467939,0.2885038,0.2627107,8
80.09315368,0.662830207,0.3136449,126.3389851,0.4956315,0.2534962,6
88.97666602,0.612648145,0.26683,135.5786254,0.4179656,0.2563685,8
100.6545904,0.457360519,0.2226047,141.2293794,0.3120636,0.2840344,8
107.638436,0.21318159,0.2509393,178.8932724,0.3094853,0.2479364,6
97.73457765,0.244790248,0.2839344,163.6872213,0.3593929,0.2545147,6
90.42883161,0.537857193,0.2691,140.6916166,0.3908981,0.2726071,6
86.17771252,0.614273888,0.2557446,126.1385429,0.4371338,0.2591019,8
86.01831129,0.390322249,0.3022832,134.4208068,0.4226597,0.2748662,8
91.83463093,0.273221287,0.3083605,148.917762,0.378008,0.2753403,8
93.66847915,0.251503942,0.2901363,148.8271818,0.362565,0.277992,8
91.37503436,0.276735536,0.2907544,144.3642024,0.3671995,0.289435,6
103.8140593,0.196128358,0.2609018,159.0733472,0.3131559,0.2648005,8
92.9798508,0.299674463,0.2922603,163.8453471,0.392457,0.2528441,8
89.65104228,0.601183232,0.2573891,131.9380358,0.4057186,0.263543,8
93.30419547,0.581994148,0.2524593,136.1163524,0.3787765,0.2642814,8
92.99103334,0.591433035,0.2456145,134.5551543,0.37,0.2752235,8
96.2423768,0.419814608,0.2576747,134.2788503,0.359426,0.264,8
92.82221297,0.32366595,0.28576,149.5202044,0.369823,0.276574,8
97.76027941,0.199922175,0.2913968,154.2006667,0.3455692,0.268177,6
102.8330153,0.252913,0.2639793,156.752031,0.3370394,0.2464308,8
100.2640621,0.442469435,0.2327382,145.7963438,0.3274592,0.2709606,8
112.6485553,0.190590389,0.2200407,155.2423652,0.2740892,0.2585408,10
107.3787452,0.239455666,0.2448439,156.6045254,0.314859,0.2439108,6
106.5217592,0.231703455,0.2452456,146.4783585,0.3181242,0.245141,8
99.9733571,0.304308708,0.272044,153.6440001,0.3502841,0.2498758,8
93.72965774,0.616052396,0.2439637,136.6100113,0.388423,0.2517159,6
92.51361338,0.610733071,0.2549559,129.0560686,0.3889762,0.259577,8
89.89159972,0.449937555,0.2912284,130.6252978,0.4064468,0.2610238,8
91.80583922,0.458505525,0.2770809,136.0322484,0.39,0.2635532,8
95.48859365,0.26049379,0.280913,141.407617,0.3623473,0.266,8
96.20247157,0.332405073,0.2688224,152.3775832,0.3640319,0.2596527,6
95.47599718,0.308007139,0.2828817,152.4220905,0.3624621,0.2659681,6
96.94171509,0.198709078,0.3039247,165.4885011,0.3633907,0.2555379,6
89.9528647,0.542457691,0.2675275,140.7644621,0.4004067,0.2666093,6
90.41682609,0.517819388,0.276144,137.9568787,0.402,0.2615933,8
93.14792962,0.247723882,0.2916728,138.3008084,0.3681367,0.276,8
96.24182105,0.407980691,0.2612147,146.7776757,0.3595663,0.2638633,8
93.81377871,0.366984475,0.282102,149.5026164,0.3751312,0.2644337,6
96.28410744,0.43695496,0.2568891,146.0071378,0.342287,0.2808688,8
94.32482136,0.519698233,0.2438412,146.3513474,0.3603868,0.275713,8
92.19549748,0.43642834,0.2691861,148.8335874,0.3911778,0.2596132,6
102.8969434,0.454960912,0.2266299,149.0575776,0.3282855,0.2548222,8
99.44272298,0.227543856,0.2718489,140.7449638,0.3456479,0.2577145,8
94.77608439,0.531469869,0.2552704,144.8020965,0.376719,0.2563521,8
90.73298643,0.602049052,0.2548808,133.8764502,0.386,0.275281,6
92.8698406,0.414388639,0.2668764,141.476135,0.3720655,0.274,8
92.69386923,0.294355866,0.3013318,146.4759833,0.3813575,0.2659345,8
94.47606331,0.39206752,0.2695898,137.7785359,0.366439,0.2686425,8
96.89883358,0.3005885,0.2607871,136.7036446,0.3296415,0.289561,8
131.9584146,0.130344905,0.2353941,180.0744799,0.2883302,0.1663585,8
111.1790951,0.288449428,0.233767,155.3907834,0.312,0.2276698,8
100.9740801,0.270270403,0.2642354,155.7550994,0.3342119,0.26,8
99.57274993,0.318564253,0.2626697,146.4384501,0.3467864,0.2557881,8
96.45785845,0.384685273,0.2610461,137.224066,0.3728197,0.2492136,8
98.78562827,0.509313381,0.2233401,121.1609049,0.3501955,0.2571803,8
101.3848323,0.143801379,0.2802475,130.5188587,0.346,0.2458045,10
93.14557256,0.21300191,0.3180315,139.1415946,0.396153,0.248,8
102.6526471,0.237435609,0.2699027,151.3893729,0.3326484,0.251847,8
96.8289175,0.271089591,0.2834792,156.3726593,0.360298,0.2593516,8
93.56302015,0.378609225,0.2791462,153.6541752,0.377577,0.263702,6
89.29376667,0.73905605,0.2473879,125.5309294,0.3955164,0.276423,6
98.78969452,0.418492026,0.2641431,146.9712288,0.3788672,0.2284836,8
86.30945103,0.571900131,0.2715494,126.4502363,0.4340402,0.2611328,8
76.32292433,1.529040998,0.2247964,119.0092251,0.5261736,0.2599598,8
116.4406424,0.101163754,0.2893866,92.5289486,0.3774576,0.1378264,8
101.7647535,0.144170205,0.3248709,83.87541393,0.4750527,0.1145424,10
105.2867828,0.067669129,0.2190602,117.8868662,0.2329248,0.3369473,10
124.5931256,0.105139985,0.2390229,182.356319,0.2863897,0.1951778,10
114.1100934,0.35010766,0.2144541,183.1338996,0.2901977,0.2356103,8
94.57826919,0.356539378,0.2507103,103.5372437,0.4045929,0.2298023,12
89.36455989,0.258038092,0.3036478,111.3002781,0.462,0.2094071,6
117.1887818,0.147068854,0.21113,131.8938683,0.2519944,0.26,10
114.2758104,0.190207903,0.2336305,163.245739,0.2910399,0.2340056,8
120.3447395,0.09845595,0.2372901,189.5242044,0.2736076,0.2249601,6
81.59750507,0.177198517,0.38654,119.2136747,0.5389242,0.1963924,10
96.73227103,0.264398267,0.264442,97.38227351,0.3971929,0.2230758,8
105.8716599,0.134388131,0.2674142,131.761438,0.3279168,0.2388071,8
124.1666092,0.070895937,0.2602045,175.4157988,0.3011385,0.1820832,12
133.6965721,0.091772235,0.2289143,172.6945884,0.2699159,0.1788615,10
121.6838366,0.145211706,0.2399936,164.1837974,0.3050811,0.188,10
110.4344343,0.14501613,0.2654545,156.9569593,0.3263899,0.2169189,6
102.235272,0.187798648,0.2880326,144.8120716,0.3712715,0.2156101,8
109.7436845,0.277589586,0.2302012,148.7720906,0.306,0.2407285,10
113.3618262,0.134043723,0.2575168,165.6142556,0.3172787,0.212,8
118.1994908,0.092643607,0.2703139,156.8669742,0.3228951,0.1847213,8
43.97983173,2.888773426,0.4085372,287.7046854,0.926,0.4382617,8
95.72678809,0.905526495,0.2160074,120.0472345,0.4107838,0.216,6
106.6196782,0.360521577,0.2364164,143.7433108,0.3395317,0.2232162,8
103.641818,0.259287065,0.2668852,161.9140878,0.3464486,0.2324683,8
114.9896921,0.114727984,0.2613789,187.548955,0.2982345,0.2235514,8
111.1593831,0.168083666,0.2689247,169.0979207,0.332,0.2077655,6
105.3960864,0.302320661,0.2380874,158.6245374,0.3212811,0.248,6
115.3508531,0.208991742,0.245375,182.0626084,0.3174333,0.2027189,8
104.4265183,0.30611433,0.26571,163.8177229,0.35,0.2245667,6
94.33962264,0.316287928,0.2876216,143.9140064,0.394,0.242,6
104.1953204,0.246063047,0.2565932,153.0120673,0.3318416,0.244,6
112.9695012,0.140957747,0.2719258,181.5141366,0.3229584,0.2081584,8
107.5782417,0.245411693,0.2751949,153.9147775,0.378692,0.1790416,8
104.1321187,0.224644899,0.2876278,155.3366608,0.3808831,0.195308,6
108.9756723,0.17878546,0.2695849,161.2384958,0.3334647,0.2171169,10
110.1856941,0.238015344,0.2452068,157.182799,0.32,0.2245353,8
94.92113398,0.143051695,0.3234225,133.4298807,0.4201037,0.212,8
120.9201053,0.073619619,0.2664233,164.7787569,0.3062991,0.1898963,8
